Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
234,Hufflepuff,Wes,Dillon,1999-08-23,Left,62135,222.8277570604,6.27332435761869,-2.228277570604,1.725,-596.057315817495,420.694384576436,4.0189947490943,1054.26116559551,5.32264647558548,0.338860384579369,-244.70598,10.46
235,Hufflepuff,Kendall,Pacheco,2001-05-25,Left,1775,,3.23842712184009,-7.52501894191985,5.161,0.468137061881357,366.542930123418,9.21421900950819,1011.29451041738,7.11709618653619,0.163981356155357,-243.12244,1.53
236,Slytherin,Roosevelt,Cruz,2001-03-05,Right,45162,-371.641525308311,-4.94374261613327,3.71641525308312,-5.447,-509.669643705132,407.526394179073,3.20921113189351,1071.3130286303,10.8177686580335,1.08975143500328,-251.25924,-48.11
237,Ravenclaw,Kurtis,Gilbert,1999-08-22,Right,79921,-362.780978338285,4.99459884587149,3.62780978338285,6.661,659.975317016629,571.275585930607,4.54301715825196,1050.24944475853,2.56415650460849,-0.607528162332916,-232.57179,-65.64
238,Hufflepuff,Lenore,Trinidad,2000-11-07,Left,,572.782214091471,4.63978229072776,-5.72782214091471,7.938,-313.4671402063,401.232251138516,7.01427092976152,1034.32067953888,4.06820623678834,0.973903122725227,-241.68553,-30.57
239,Hufflepuff,Olivia,Murry,2001-08-12,Left,45783,545.181199589977,4.0325154073583,-5.45181199589977,6.367,-415.205901869847,390.473813731226,3.93463922042185,1047.9509015233,3.38757651532492,0.671013469925733,-244.34449,-8.48
240,Hufflepuff,Anton,Bouchard,1997-06-04,Left,41002,500.905416553288,7.43388788960315,-5.00905416553288,4.378,-470.872579329967,399.931020145626,2.70370551540471,1040.66787039458,2.9446756100291,0.566588940972744,-243.72801,52.66
241,Gryffindor,Dorothea,Horton,1997-01-18,Left,52433,382.328076544556,-5.704310342119,-3.82328076544556,4.457,-239.324510164188,639.17142144058,-3.87079864046385,968.332407570607,5.53982422301915,-0.832657786078685,-251.03932,161.71
242,Hufflepuff,Aline,Underhill,2000-04-21,Left,38860,566.535606026659,2.94397830194123,-5.66535606026659,6.248,-293.313776676325,360.865078421275,5.70056257248696,1043.82314843131,3.65920870463392,1.67487126758343,-244.46638,-39.87
243,Hufflepuff,Jana,Chitwood,1998-03-12,Left,54267,183.07434777484,6.56174680315409,-1.8307434777484,3.755,-458.375159114266,346.898260521884,4.59687858526451,1051.20223323828,1.26017963021366,-0.0432962145536698,-242.73467,-34.85
244,Hufflepuff,Karon,Mark,1999-12-20,Left,66565,361.98001021915,4.45404862959058,-3.6198001021915,4.799,-866.842727264472,452.784873151472,7.87236895670368,1071.81494746062,10.360315166603,-1.66602428604799,-243.37157,-36.79
245,Hufflepuff,Dennis,Seidel,2001-06-22,Left,64990,285.47919543556,3.85166314884719,-2.85479195435561,4.8,-564.440745240097,399.22807848335,4.37961844239101,1061.36837217175,4.05997086278335,0.755435445191937,-244.45513,-41.84
246,Gryffindor,Sammie,Lawton,1997-08-06,Left,44730,572.905468030534,-5.58838418915061,-5.72905468030533,4.676,-281.463745323048,594.570010152547,-3.07086661956512,966.947486502233,5.28375201916527,-0.0380982391804374,-252.40981,154.2
247,Hufflepuff,Fay,Wentz,1997-09-02,Right,48086,579.837968988928,2.52618153586077,-5.79837968988928,2.922,-519.618931247085,363.965825055925,8.44759444666107,1059.80602998581,8.70022830075888,-0.728233973965792,-247.19638,-63.52
248,Gryffindor,Lisa,Paz,2001-05-07,Right,,591.420544109001,-4.4827018301511,-5.91420544109001,5.416,-353.559172349998,602.028295658556,-5.61209621404702,934.497614524747,0.184518388892385,-1.13829496569208,-253.87987,187.81
249,Ravenclaw,Sanford,Garrett,2000-12-16,Right,68111,-396.6408922536,6.04001855973393,3.966408922536,6.756,378.629564587498,662.433292130655,6.50172737027241,1056.1542274269,9.36144954620853,2.17995384472278,-229.51217,-9.64
250,Ravenclaw,Verda,Stephenson,2000-10-07,Right,37887,-527.913255249264,4.50219186222774,5.27913255249264,5.016,607.508920205598,587.917503481591,3.54726297141897,1057.72694770632,6.39107125849478,0.594446306054636,-230.52802,4.03
251,Slytherin,Kristine,Jacob,1997-05-24,Left,84659,-292.455199551603,-3.78359018670813,2.92455199551603,-5.96,-378.0132109175,431.901657683335,2.73883362289582,1024.47994600122,5.87758188416601,1.69789458395517,-254.14821,-46.53
252,Slytherin,Mirna,Billingsley,2001-10-10,Left,46370,-521.430239992827,-6.4221083735204,5.21430239992827,-2.249,-408.723866399465,435.732309659655,7.65238255981175,1027.26758171347,10.3165973554753,-0.932774125810961,-247.07032,-87.42
253,Gryffindor,Brandy,Fielder,1997-02-24,Left,40949,430.74614382528,-6.71016959729013,-4.3074614382528,3.699,-794.218560474842,538.880319986667,-4.92097628782345,939.720181744274,2.10084947535513,1.61434869716968,-255.60148,185.5
254,Hufflepuff,Perla,Calvin,1997-05-13,Right,79331,404.315675537432,5.59467178104625,-4.04315675537432,4.898,-607.050870869891,360.853885726141,3.17310921916439,1067.46065316512,1.01875785733172,-0.731843123619427,-246.0614,-53.39
255,Slytherin,Geraldo,Seaton,1999-05-14,Left,33251,-346.718970818578,10.2967593433587,3.46718970818577,6.088,400.451103145085,593.254219516486,9.44564473152484,1074.82141795519,11.310312537995,0.469851662120086,-225.42814,-4.65
256,Ravenclaw,Gwendolyn,Rosales,1999-01-03,Left,23241,-332.12082540341,5.0995893283429,3.3212082540341,5.439,698.912430854847,619.434030771781,4.93409960736692,1076.91846112688,,-0.105810890026495,-229.14472,18.9
257,Slytherin,Keenan,Kozlowski,1998-04-25,Left,73677,-374.574048652822,-6.72334749516205,3.74574048652822,-4.152,-361.592719137627,436.855594992496,6.67390443487025,1018.39126361033,8.7522639052378,1.04308440550764,-251.8601,-96.8
258,Gryffindor,Marcia,Maes,2001-01-16,Left,48115,526.453518706946,-4.93686599515643,-5.26453518706946,5.668,-159.979795780223,597.212874830726,-2.60161869865579,986.713972813056,5.48483309028791,0.51633309295975,-250.21028,124.23
259,Ravenclaw,Renae,Galindo,2000-03-12,Left,59773,-369.037577565606,4.39698849257681,3.69037577565606,6.538,758.136769620387,614.00538114018,3.60523914559322,1062.5371213315,5.68372924044328,0.445700981344991,-231.12704,-25.22
260,Slytherin,Willy,Swearingen,1998-08-06,Right,26732,-606.054026123482,-2.10972917185522,6.06054026123482,-3.482,-650.510692719444,404.095983272041,3.41641328517858,1064.92442648853,,0.116207627399338,-245.43575,-16.75
261,Hufflepuff,Son,Campos,2001-01-19,Left,26596,596.566684406574,4.26931707775099,-5.96566684406574,6.03,-102.81939115452,409.945229023506,10.8704647055146,1012.3407961757,7.60155275104457,-1.53739218654923,-240.96103,-27.51
262,Ravenclaw,Jung,Pullen,1998-04-06,Right,36722,-541.141394199697,6.81930284875305,5.41141394199697,4.65,223.30476865926,592.895929284218,4.8087644175691,1037.94357884801,7.07704421544224,-0.618451756331259,-229.96528,44.84
263,Gryffindor,Rosanne,Bradshaw,1999-10-16,Right,45877,237.510101295341,-4.8840121910759,-2.37510101295341,5.614,-697.136574991208,607.395492630808,-6.96901602825774,940.452085916288,0.806860220541017,-0.309245477270935,-251.18317,220.86
264,Slytherin,Haydee,Stern,2000-02-05,Right,23348,-594.292123882336,,5.94292123882336,-3.626,-689.891597415484,366.09709283694,5.96093202642386,1090.06535023352,12.7763239041444,-0.574343438696633,-247.24066,-96.4
265,Slytherin,Aurelia,Root,1997-07-21,Left,58516,-444.782164672624,-3.95004117902834,4.44782164672624,-6.301,-440.355403961264,394.643771112972,2.07502737270898,1058.49686332825,7.52771018919364,-0.871846389236307,-252.09777,-48.77
266,Slytherin,Gena,Mcdaniels,1999-02-12,Left,20184,-619.137088023413,-4.7779983305602,6.19137088023413,-2.977,-380.349740175072,444.2831477856,4.21610967906409,1055.83370060236,11.2263605200533,-0.323958204335464,-244.86731,-24.54
267,Ravenclaw,Landon,Holcomb,2001-05-24,Right,60018,-592.894843103459,1.86909160254389,5.92894843103459,4.531,928.31787282509,675.90533822821,4.66114852709386,1057.86610564719,9.19648812858481,-0.624845897067288,-230.83331,-28.82
268,Hufflepuff,Jarrett,Underhill,1996-11-26,Right,42591,474.564665703098,4.9721621146408,-4.74564665703098,5.262,-418.645305224306,406.318983111972,3.48280644777999,1043.81626253214,3.79645838062994,0.0866784061337723,-243.87933,19.3
269,Ravenclaw,Randi,Pence,2000-02-22,Right,73356,-738.275561076776,4.47995192684701,7.38275561076776,4.504,868.273687286356,631.163304558239,2.76342722711155,1043.14848909247,3.18794390196086,1.62971756449241,-230.49667,-26.11
270,Gryffindor,Jarvis,Mcnutt,1997-09-12,Right,42293,531.098888108585,-3.42769102179836,-5.31098888108585,6.198,-465.09550513655,631.014382226324,-4.86288065560132,977.061965790375,5.36298602978339,0.533020167745362,-249.79968,200.38
271,Ravenclaw,Lane,Rodrigues,1998-05-10,Left,57633,-584.46200813266,4.14221682066818,5.8446200813266,4.849,750.512624445435,632.456570137697,3.12297512776101,1060.60637376521,6.38985035528008,0.304537832217014,-230.65569,-10.37
272,Hufflepuff,Tera,Cochrane,2000-12-26,Right,42577,424.322457480633,8.57681727136115,-4.24322457480633,4.161,-153.130223879987,337.191507565739,7.36251246152961,1018.68670217888,0.763940032436202,-0.200979611461852,-241.51467,-21.83
273,Hufflepuff,Elvis,Haddad,1998-03-26,Right,66774,227.437621017206,6.43824298416185,-2.27437621017206,4.072,-503.117449279689,416.313762992972,7.76559760103627,1044.19112705397,5.34587180403217,-1.39863241170046,-241.77571,-42.81
274,Ravenclaw,Britt,Duckett,2000-07-28,Left,33010,-449.27808890681,5.08001865932361,4.4927808890681,4.206,118.083753064206,508.938508144804,6.56554539088324,1036.72333327041,6.28668491695334,0.933496957739206,-232.76409,-7.21
275,Ravenclaw,Dan,Minnick,2000-01-25,Left,43744,-557.764179018679,3.18107419003239,5.57764179018679,,398.757786641906,575.718018299444,3.86457706786989,1049.26989641831,6.77020572105366,-0.0347188854127561,-233.14236,-0.64
276,Ravenclaw,Pearlie,Rousseau,1999-06-20,Left,25168,-215.184666379431,7.44983563830059,2.15184666379431,6.321,516.980217690108,568.520938171924,5.15908798245127,1070.45590610345,8.20638238944687,0.340078866070228,-229.27606,19.67
277,Hufflepuff,Erna,Metzler,1999-06-17,Left,42847,577.234856069598,5.18116058326642,-5.77234856069598,2.758,-318.739957543132,419.573835358607,3.20678115156091,1032.63618786598,4.76794592328016,0.305377843601568,-246.42805,48.8
278,Hufflepuff,Eunice,Bishop,1999-04-21,Right,41006,694.332207578132,2.03124568915557,-6.94332207578132,7.561,-422.534945267163,417.356455651653,3.51866875307088,1049.524170241,5.07032026568739,-0.158742974220767,-245.36754,2.22
279,Gryffindor,Ralph,Bostick,1998-05-14,Left,,640.672035726267,-4.02803226541156,-6.40672035726267,5.433,-461.768053554068,647.001530279464,-4.76020267084038,953.202537297766,5.59490432160658,-0.0890792146158355,-251.80498,227.98
280,Hufflepuff,Ike,Curtis,1998-01-19,Right,53099,611.134865030475,3.04222559701906,-6.11134865030475,6.437,-730.772782642513,423.635488173432,3.09009435582828,1072.35650423412,6.59226754402033,-0.417610973473116,-246.02061,1.49
281,Ravenclaw,Adela,Marshall,2001-03-05,Left,38880,-391.373471568065,5.11272775488525,3.91373471568065,5.867,617.191891050653,636.627389946944,5.59473167614261,1066.8880848753,10.2212671760168,-0.75224504134653,-229.09117,5.64
282,Hufflepuff,Alejandra,Cardwell,1997-05-11,Right,72295,526.332536374359,4.4650658981785,-5.26332536374359,5.626,-503.221120690749,363.830216408273,3.17735855890364,1063.01716542699,1.35953264410015,-2.044176808163,-246.58563,-50.09
283,Hufflepuff,Sol,Rendon,1999-02-16,Left,44094,491.581008806212,3.65107727803628,-4.91581008806212,5.083,-394.220008273331,391.993541700646,6.72584905019304,1043.81433378699,5.83275951280986,-0.927452133382324,-244.05744,-30.05
284,Ravenclaw,Benton,Spalding,1997-06-08,Left,62759,-388.485472395624,7.30682994356275,3.88485472395624,7.09,496.251542315117,630.749791536483,3.7677112276703,1044.7808038035,4.89717567861278,0.535565651415409,-229.56172,18.21
285,Ravenclaw,Leisa,Lawrence,1999-12-01,Left,26116,-966.740545641216,2.73072827425848,9.66740545641216,1.078,312.92276203575,572.094746966325,3.3481137931393,1032.78271167101,6.79321641328542,-0.803764754901013,-231.81343,33.02
286,Gryffindor,Kayla,Jameson,1997-05-29,Left,41034,651.499960870923,-4.31690936052464,-6.51499960870923,5.471,-499.027268767779,607.281652896269,-5.28842925778342,942.123720488529,3.14941134996067,0.0821345113089386,-253.00483,223.19
287,Hufflepuff,Jody,Ricci,1999-05-04,Left,47886,480.923633212716,3.87089729521846,-4.80923633212716,5.445,-428.611994577753,378.778252636324,7.97145437249866,1048.05729847204,5.98958676707452,0.308501513248908,-243.52366,-55.79
288,Hufflepuff,Jessie,Chung,1997-03-03,Left,52268,633.127715683961,3.12857083360273,-6.33127715683961,6.509,-734.939254092922,430.726864203187,1.64226573558047,1071.0038000662,5.85855634575444,0.00802706996147565,-246.4891,22.69
289,Gryffindor,Calvin,Stauffer,1999-03-23,Right,36467,630.119171287891,-6.00513750849044,-6.30119171287891,4.474,-439.672360059722,558.907875522176,-3.75406617210253,947.198332509811,3.53258530446395,-0.0889275928926895,-254.29191,177.01
290,Gryffindor,Carmen,Fulcher,1997-01-12,Left,49688,692.769236442807,-4.03801614907921,-6.92769236442808,5.594,-426.210871360763,595.983416842946,-6.34963341092309,923.055513133888,-0.0354743752062738,-0.267329186095761,-254.25575,228.79
291,Hufflepuff,Matilda,Steiner,1996-11-09,Left,56730,375.428805389581,7.89729140527558,-3.75428805389581,4.574,-523.157919950516,380.510972833903,,1048.78893158043,2.2012097585395,-1.4268630587829,-242.84708,-0.05
292,Hufflepuff,Neil,Briseno,1998-03-18,Right,49093,511.967706678555,4.36055473824852,-5.11967706678555,5.875,-378.898676725927,417.065106854923,8.09026740394911,1038.62867067545,6.6350633232943,0.182990427641638,-242.67815,-33.59
293,Hufflepuff,Anibal,Abraham,1997-01-20,Left,66692,248.21131415207,5.0371051575445,-2.4821131415207,5.634,-661.831672052835,460.86106335006,5.9928058451293,1055.26569204445,6.7437757399632,-1.04300282168983,-241.77286,-19.04
294,Gryffindor,Wilburn,Okeefe,2001-05-26,Right,30788,742.277232541757,-5.87709494562022,-7.42277232541757,4.495,-618.590811644684,560.152424085661,-2.2272518679578,960.897187552373,6.76230132784123,,-254.44193,175.93
295,Gryffindor,Alvina,Gragg,2001-03-15,Left,47145,419.717376755231,-6.9291637034576,-4.19717376755231,3.288,-826.468166023791,544.521673611939,-5.68582101023761,922.92796958119,0.697528622636842,-0.446822580829702,-256.87119,200.32
296,Hufflepuff,Otto,Bruno,1996-11-22,Left,38917,541.44027976272,7.2838815897703,-5.4144027976272,4.52,-597.614032176745,396.795735545125,,1051.07709766967,3.09266817961504,1.07459187482797,-244.57664,67.04
297,Gryffindor,Lilly,Jackman,1997-02-21,Left,37702,447.409850864866,-5.58675122686731,-4.47409850864866,4.649,-596.427044698732,560.805586766501,-5.7530912766209,939.794031097648,1.30974506336536,-0.302280349057091,-253.6374,202.4
298,Ravenclaw,Marietta,Mireles,1997-03-26,Left,87451,-435.774672082924,6.7178557883594,4.35774672082924,6.336,503.584264864634,610.944107078271,4.69026859416637,1044.42618976624,3.43109647111426,-1.11704783321338,-231.45441,-36.62
299,Hufflepuff,Randal,Bays,1997-06-29,Left,58658,393.850753276233,5.29281855238291,-3.93850753276233,4.802,-663.160717262058,461.449757173721,3.38697627881958,1055.76113208412,6.34081535703861,2.33384473726636,-243.91673,30
300,Gryffindor,Glenda,Madigan,1997-08-02,Right,52510,347.756316452285,-6.33755720512722,-3.47756316452285,4.885,-351.812257343985,576.412772757886,-4.06682699173052,951.318211802141,1.8815763618635,,-252.32769,142.41
301,Hufflepuff,Luann,Lemke,1999-10-05,Right,34066,569.619098888526,3.44177350333121,-5.69619098888526,6.376,-298.706185053279,420.185957160767,7.51898512670912,1031.48217433291,6.85401410950238,-0.0622299656359616,-242.57025,-11.12
302,Slytherin,Diego,Yee,1999-06-20,Right,59442,-510.27943897775,-4.89046290104241,5.1027943897775,-3.769,-484.310394058668,406.165742536965,6.57808560525083,1026.53214270802,8.0521460671795,-0.411753141037399,-249.12983,-86.57
303,Hufflepuff,Marlon,Carmack,1997-06-20,Right,41732,676.208942412756,1.18457146827151,-6.76208942412756,7.565,-492.031866351168,408.326957801984,3.92796625274538,1059.74621357296,5.92659408430477,-0.255054569422982,-245.74732,-17.07
304,Hufflepuff,Oliver,Sawyer,2001-10-07,Right,29560,532.876596802831,3.28984181927814,-5.32876596802831,6.082,-553.909505668828,409.749351551069,6.03895330058942,1052.9472127164,7.8072748582388,1.90513761460939,-243.24016,1.62
305,Gryffindor,Brain,Kellum,2000-07-30,Right,,640.006761569899,-7.28586624592296,-6.40006761569899,4.378,-279.307106016809,518.217441748573,-2.76543116853366,942.123215589615,2.81030701203359,-0.529509707861802,-254.59946,148.85
306,Slytherin,Tracie,Sturgeon,2001-03-28,Right,42307,-565.384508158586,-6.31585266533216,5.65384508158586,-6.153,-460.70797008961,388.219794450443,5.08580020010364,1063.37380105564,10.9770397396605,-0.404638405883469,-250.51835,-83.83
307,Ravenclaw,Rene,Upshaw,1997-01-13,Right,23403,-708.187147456814,7.67592305126569,7.08187147456814,2.202,432.141185931913,569.90238524758,5.40453511296937,1047.41804124291,7.84684396625018,1.03663616921974,-228.65997,38.86
308,Hufflepuff,Jovita,Regalado,1999-04-07,Right,13733,970.617678769993,5.78320782382232,-9.70617678769993,6.736,-709.667923782725,394.611044209752,7.3072758438371,1055.09034485101,10.2058269558088,-0.417413949690917,-244.03257,43.22
309,Slytherin,Stacey,Crouse,1999-10-28,Right,37273,-614.048616181881,-4.90481924119157,6.14048616181881,-4.718,-505.370010336195,384.386504009326,6.11474626885653,1048.86229579873,9.84303393933904,1.06962680217348,-247.90016,-76.72
310,Ravenclaw,Jimmie,Brantley,1999-08-15,Right,46336,,5.91967322051737,6.82387043616407,4.054,803.543989625572,600.268824006705,5.65700727975527,1065.18423341332,7.31800449924107,0.159882893910254,-228.09194,-30.19
311,Hufflepuff,Gene,Castleberry,1999-07-31,Left,27282,692.743322269629,5.02007595303778,-6.92743322269629,4.391,-242.350035040373,385.567505170336,8.75006740903067,1025.51989704774,7.2291622753497,0.3157751169864,-243.8036,-3.89
312,Slytherin,Joesph,Crider,2000-12-26,Right,47623,-536.339092380472,-7.42079891837392,5.36339092380472,-7.47,-399.824055762968,377.851721064404,3.48361770265748,1080.30912060194,10.9719581785247,-0.353465936278411,-253.02997,-94.43
313,Hufflepuff,Lynn,Tovar,2000-01-15,Right,22301,785.245508008847,6.81774004869046,-7.85245508008847,4.398,-437.517874423956,446.892123655856,2.86036643636074,1029.50122868067,6.61601426975668,0.927903403831656,-244.78662,113.99
314,Gryffindor,Yolanda,Crenshaw,1999-08-07,Right,46502,108.831102524061,-6.60883427683942,-1.08831102524061,4.204,-475.458004972015,588.712266303403,-5.28267224125016,963.865369312185,2.68913356024262,-1.16799753919982,-251.04179,156.78
315,Gryffindor,Jimmie,Mckeown,1998-04-25,Left,44314,820.753390196796,-5.67174015645617,-8.20753390196796,3.785,-643.294621166682,572.281476146961,-5.11916577813016,912.534428588106,2.03792590292313,-1.73396866843614,-258.02308,234.22
316,Ravenclaw,Darwin,Kyle,1999-09-26,Right,15276,-489.493777327115,6.10832770752334,4.89493777327115,4.01,497.551998271391,591.55403648438,3.21609354674709,1051.58535677796,8.00102573958649,-0.386308850789521,-229.80198,66.76
317,Slytherin,Deon,Wilhelm,2001-01-27,Left,57603,-528.14392088456,-6.9956861162351,5.2814392088456,-6.325,-537.072804688632,356.716750900223,5.99591548740442,1062.76449417644,9.87527259708057,-0.202476433798382,-252.55606,-126.58
318,Slytherin,Pete,Ireland,2000-07-05,Right,55277,-443.586370520074,-1.6535957878496,4.43586370520074,-3.736,-466.265238735705,446.124132450324,2.45373881727721,1030.71235520941,6.62185785008825,-1.57840094019366,-248.2074,-0.15
319,Hufflepuff,Jarod,Wolff,1996-12-08,Left,58813,410.378371921523,4.79719954455896,-4.10378371921523,4.651,-565.707519530707,399.200342009375,5.5328494348036,1056.76880231771,5.26634683876763,0.875349511698434,-244.35376,-28.92
320,Hufflepuff,Marci,Mckinley,1999-09-03,Right,28181,558.74721519619,8.82918618974923,-5.5874721519619,3.041,-378.837790026351,389.298539515746,3.73438621451627,1028.25984588916,3.57556565863703,-0.411243444345218,-243.44863,76.9
321,Slytherin,Albert,Hudgins,1999-05-09,Left,78806,-324.246796497958,-7.47633035366372,3.24246796497958,-5.427,-429.61136494882,419.970212972105,5.12420853626074,1044.41422845774,9.42308223344857,0.934716469428932,-254.51343,-107.35
322,Slytherin,Dick,Lash,1996-11-11,Left,54213,-303.273872106514,-6.33239953468401,3.03273872106514,-3.917,-174.475874139295,489.250446953378,6.00103457174532,1010.3057602209,10.7274686667759,0.047963106004095,-250.1211,-37.55
323,Gryffindor,Lidia,Redmond,2001-10-27,Right,30151,681.551791590985,-6.35158651431483,-6.81551791590986,5.194,15.3668811031443,593.530079241074,-0.671544965038516,975.722272522908,7.84657843821791,-1.16634249353182,-250.86038,126.4
324,Hufflepuff,Arlen,Keller,1998-04-09,Right,59307,652.91882796766,2.23732194210683,-6.5291882796766,5.96,-577.580096337543,417.042430984001,5.64879371991623,1062.37345868558,,0.119131250534861,-246.58042,-37.49
325,Ravenclaw,Bret,Blanco,2000-09-16,Right,63354,-335.292335817475,7.2949415646376,3.35292335817475,6.096,,605.55435246998,8.18446679928804,1046.54728845926,7.63190370126566,-0.792143043911749,-229.48828,-34.48
326,Ravenclaw,Shante,Lieberman,1997-11-12,Right,46393,-614.035674262126,6.36545098819119,6.14035674262126,4.048,204.588173644772,601.246133574643,5.5662598430148,1044.39431154571,7.96635676105665,-0.785267559156405,-230.20382,21.39
327,Slytherin,Susan,Keenan,1999-07-17,Left,72439,-439.573871310003,-3.76388150209863,4.39573871310003,-3.952,-454.695539652676,428.611749478366,5.89385836780037,1008.29587124561,6.48891845496839,0.715261126075731,-250.06907,-64.17
328,Gryffindor,Dottie,Bui,2000-10-02,Left,57434,480.379119059411,-5.2123694787822,-4.80379119059411,,-245.9382404938,636.583714531072,-2.63139704198226,986.349834708838,7.16432803676856,0.371615027621317,-250.9352,136.15
329,Ravenclaw,Evangeline,Pickett,2001-07-23,Right,67134,-487.486742696032,2.982664712031,4.87486742696032,6.346,401.536339356437,619.924055106532,2.58161904517198,1044.32239436237,4.76835327028888,0.24986346948362,-233.02548,-5.96
330,Slytherin,Addie,Almanza,2001-08-14,Left,26460,-664.235067909945,-4.24331059466815,6.64235067909945,-3.667,-460.944837639202,391.715781042965,3.72777649136928,1067.51101895792,9.26625057208794,0.893022991701247,-245.95789,-52.72
331,Hufflepuff,Ivette,Bueno,1996-11-28,Right,,522.28702549209,7.7558956558531,-5.2228702549209,4.628,-530.35342574041,378.473385066393,1.97596857652628,1047.54572560168,2.28281470122932,0.891836054072005,-243.83142,56.03
332,Hufflepuff,Lela,Tuttle,1998-08-11,Left,36507,377.345421492219,7.35624639626105,-3.77345421492219,3.831,-226.542667826786,299.983276901217,,1032.33012468544,0.714943755362451,1.54368625808794,-242.38598,-42.05
333,Hufflepuff,Hal,Sawyers,2001-01-16,Right,59027,231.725619875994,5.3312278446149,-2.31725619875994,5.236,-484.658537707954,452.273878665934,4.53532517071376,1042.83544722312,4.63186643030242,-0.369832383171968,-241.75746,4.19
334,Ravenclaw,Caridad,Saldivar,1997-04-25,Left,63662,-530.408700078865,4.32658406934685,5.30408700078865,4.403,378.032825030866,586.628327578482,5.13372279176222,1045.10078372018,6.05084752312249,-0.0953812726290054,-232.77505,-25.53
335,Ravenclaw,Federico,Mccollum,2000-09-11,Left,60541,-585.888428782008,8.65280398830055,5.85888428782008,5.596,731.263515222902,615.018558413702,4.96655784267435,1053.30715863939,4.79591938097607,-1.48677124878576,-227.2289,-8.7
336,Slytherin,Mohamed,Bechtel,2000-11-22,Left,85107,-253.685722314723,-5.60062150776242,2.53685722314723,-6.564,-101.067787782926,490.51993745766,2.06396441924192,1013.00020878311,7.23147145011392,0.0369037575494964,-255.02774,-25.68
337,Ravenclaw,Mirna,Hubbard,1998-02-27,Right,75766,-561.426404684901,6.27355808214699,5.61426404684901,5.712,802.913571361736,640.105370204024,4.45950602711457,1050.98035024126,4.77814083884768,-0.925045512162129,-229.35427,-29.55
338,Gryffindor,Cathrine,Robey,1998-07-17,Right,19066,638.798582478448,-4.18073425350961,-6.38798582478448,7.63,-118.668553819903,636.777899393322,-2.60351963658762,972.07837136472,7.21311581130467,-1.67888700898251,-247.10985,191.41
339,Ravenclaw,Christin,Curran,2000-04-27,Right,40544,669.262135015782,3.89207790913097,-6.69262135015782,5.185,-529.430488344388,417.33977661894,5.24048912642888,1050.63061471772,7.38916245577931,-0.161486917572783,-245.4716,13.18
340,Slytherin,Essie,Rudd,2000-10-31,Left,28071,-691.548686658179,-2.07278984491076,6.91548686658179,-1.614,-744.59245090038,380.77881321184,6.69009696479778,1045.20258468264,8.57010749588292,-1.17974269107783,-243.07235,-56.81
341,Slytherin,Garry,Sonnier,1997-08-23,Right,47990,-510.185649076498,-6.91313925449557,5.10185649076498,,-372.364582691906,420.166359620318,5.86712795650981,1045.45687029811,11.0239658530952,-0.0670318590036521,-250.34131,-81.89
342,Ravenclaw,Alisha,Paterson,1998-10-27,Left,55969,-534.068561734516,3.60002795681099,5.34068561734516,5.414,477.971509521103,631.67789018389,2.67530302841351,1046.60176703433,6.14458732855676,0.825711825487303,-231.93536,15.06
343,Hufflepuff,Dinah,Chu,2000-12-11,Left,54856,323.94064682965,5.57049518239337,-3.2394064682965,,-580.285352406757,437.844007396587,4.08052091549356,1051.24933832765,4.91011006851752,-0.188639213178121,-242.41159,11.25
344,Slytherin,Lynwood,Maple,2000-05-23,Left,82130,-402.106085531996,-6.61474737432948,4.02106085531996,-3.486,-613.501630863631,393.662410788213,7.71101493673259,1030.1224926658,8.11548279176223,-0.948363856823849,-252.16677,-138.43
345,Ravenclaw,Constance,Romeo,2000-03-28,Right,48621,-524.735755210331,3.83194839198391,5.24735755210331,4.732,,590.875951979779,3.61577060838196,1044.82555633623,5.66194803257597,,-232.15,0.16
346,Slytherin,Gayla,Baker,2000-04-20,Left,,-437.712368897176,-2.98303953481521,4.37712368897176,-3.506,-586.808346711242,430.267056061275,4.30928848742228,1043.73586168852,9.24762159312261,0.0343300775411823,-248.0484,-27.03
347,Ravenclaw,Bob,Christmas,1998-01-12,Right,84986,-529.978929881073,3.33833138274169,5.29978929881073,5.814,615.276306027898,674.584742259877,6.43755188285148,1049.28885196628,8.33272676764901,-0.631513426895094,-231.15546,-52.89
348,Hufflepuff,Marvin,Dobbs,1997-04-20,Left,60061,249.933783463275,5.41732133207793,-2.49933783463275,3.916,-720.861511173595,419.208842820984,5.44366372153424,1063.54540975611,6.52463871410984,1.44587849913789,-243.29223,-16.5
349,Hufflepuff,Merlin,Travers,1997-06-04,Right,36793,413.016751641724,3.0529914547341,-4.13016751641724,6.197,-480.565412060192,451.906248533319,6.49435104044322,1043.89993708303,8.25431093996793,0.00323277071872949,-241.94141,2.5
350,Gryffindor,Socorro,Shrader,1998-07-26,Right,42630,283.786606839718,-6.81303445709949,-2.83786606839719,4.358,-422.534969290946,576.285899711912,-3.51811148388205,967.886025326433,4.33013999354512,0.0045327550896835,-251.63444,139.18
